phone_number,imei,imsi,timestamp,tower_id
9757105317,IMEI-9808886408,IMSI-4613420403,2026-08-17T04:55:00,TWR-188
9032926051,IMEI-6529088324,IMSI-0974431797,2026-07-05T05:18:00,TWR-101
9468748835,IMEI-5361336908,IMSI-4651458287,2026-08-07T02:28:00,TWR-194
9257827965,IMEI-6468780293,IMSI-1640945050,2026-08-19T02:24:00,TWR-163
9527600495,IMEI-8228613607,IMSI-0187837949,2026-08-24T01:59:00,TWR-144
9704583586,IMEI-5888293752,IMSI-2725537131,2026-07-24T15:52:00,TWR-119
9920240606,IMEI-5708662937,IMSI-3953132652,2026-08-02T16:59:00,TWR-151
9943604188,IMEI-6668635297,IMSI-7520017429,2026-08-17T11:24:00,TWR-183
9925714244,IMEI-8425782495,IMSI-6750866870,2026-07-03T21:32:00,TWR-180
9933390585,IMEI-8541751229,IMSI-9861048331,2026-08-18T00:59:00,TWR-101
9562254266,IMEI-9002034944,IMSI-5089706326,2026-07-23T05:31:00,TWR-113
9036057232,IMEI-9429354641,IMSI-9250384488,2026-08-06T03:11:00,TWR-108
9707711861,IMEI-5444624745,IMSI-4241977022,2026-07-11T21:07:00,TWR-121
9001971594,IMEI-0493528240,IMSI-8232834601,2026-07-05T13:56:00,TWR-129
9024707036,IMEI-7347992008,IMSI-2888843616,2026-07-19T20:37:00,TWR-168
9279851207,IMEI-7951035100,IMSI-4449203537,2026-07-27T11:43:00,TWR-176
9714201071,IMEI-1215109801,IMSI-4981486433,2026-07-02T19:10:00,TWR-128
9337468903,IMEI-4363232160,IMSI-4719981838,2026-07-21T15:16:00,TWR-113
9235973021,IMEI-2583943185,IMSI-8616009985,2026-07-26T13:54:00,TWR-170
9568945147,IMEI-3313579640,IMSI-8087521525,2026-08-17T22:39:00,TWR-198
9863626383,IMEI-3156686324,IMSI-3105190338,2026-07-21T21:04:00,TWR-110
9915684975,IMEI-7552324309,IMSI-9692569537,2026-07-12T03:14:00,TWR-143
9200139158,IMEI-0054870777,IMSI-4754723180,2026-08-09T07:58:00,TWR-102
9556161246,IMEI-9232058172,IMSI-6240572973,2026-08-19T06:10:00,TWR-195
9325983817,IMEI-3400499804,IMSI-0005369733,2026-08-25T07:18:00,TWR-125
9114968431,IMEI-8769080055,IMSI-7754791819,2026-08-07T16:56:00,TWR-127
9368290911,IMEI-2438192926,IMSI-4864644779,2026-07-03T22:49:00,TWR-187
9374975071,IMEI-5214418241,IMSI-5649990038,2026-07-23T08:17:00,TWR-137
9784541701,IMEI-4794903435,IMSI-6935154833,2026-08-13T17:19:00,TWR-165
9683509307,IMEI-2052204318,IMSI-5650646676,2026-08-26T17:08:00,TWR-113
9095950087,IMEI-6408982926,IMSI-3137052971,2026-07-19T20:57:00,TWR-158
9873173192,IMEI-4178183485,IMSI-3005028827,2026-07-06T15:48:00,TWR-120
9245911056,IMEI-4589252588,IMSI-5987999575,2026-07-02T16:13:00,TWR-194
9562679527,IMEI-5177175824,IMSI-9150100589,2026-07-02T22:35:00,TWR-190
9075020416,IMEI-7025149198,IMSI-1738385411,2026-07-22T15:03:00,TWR-129
9420863611,IMEI-4537963191,IMSI-3558536002,2026-07-02T05:38:00,TWR-188
9573060504,IMEI-9845805713,IMSI-1269292427,2026-08-09T18:52:00,TWR-123
9290816302,IMEI-2542781927,IMSI-4339504550,2026-08-19T04:37:00,TWR-151
9648698389,IMEI-2911823345,IMSI-3313210986,2026-08-19T18:11:00,TWR-135
9472817397,IMEI-3943536741,IMSI-5980622656,2026-07-28T01:35:00,TWR-149
9819729399,IMEI-2301615059,IMSI-4636655283,2026-07-21T22:50:00,TWR-137
9585932222,IMEI-5135064293,IMSI-2500800031,2026-07-02T01:08:00,TWR-180
9253232817,IMEI-7487857624,IMSI-6021549849,2026-08-09T19:14:00,TWR-106
9910619958,IMEI-5465799488,IMSI-1223516197,2026-08-23T22:48:00,TWR-116
9904918041,IMEI-9240363234,IMSI-6447246867,2026-08-13T05:41:00,TWR-103
9861985877,IMEI-9327146095,IMSI-9462811342,2026-07-24T16:36:00,TWR-187
9088410525,IMEI-2404699364,IMSI-7683056527,2026-08-04T01:43:00,TWR-168
9714201071,IMEI-1215109801,IMSI-4981486433,2026-07-04T04:40:00,TWR-165
9446485809,IMEI-8567624422,IMSI-1677292965,2026-08-17T22:44:00,TWR-171
9526824044,IMEI-1327895693,IMSI-4016492938,2026-08-23T13:11:00,TWR-157
9029380964,IMEI-1200821527,IMSI-6889099505,2026-08-16T16:36:00,TWR-161
9037548430,IMEI-3229544495,IMSI-5683183539,2026-07-01T21:39:00,TWR-104
9967287288,IMEI-5531865775,IMSI-1917546621,2026-08-30T02:49:00,TWR-148
9613879165,IMEI-8541925296,IMSI-6940659123,2026-08-02T03:39:00,TWR-153
9416151222,IMEI-8768119539,IMSI-3558405416,2026-07-16T23:18:00,TWR-150
9950780803,IMEI-7161278708,IMSI-9020949409,2026-08-26T21:02:00,TWR-118
9806584807,IMEI-3325739683,IMSI-3431450804,2026-08-20T18:54:00,TWR-164
9408119185,IMEI-4825774962,IMSI-9490109164,2026-07-03T12:05:00,TWR-167
9828083255,IMEI-5976071619,IMSI-4602339619,2026-07-09T19:08:00,TWR-177
9654919306,IMEI-6308420781,IMSI-6808671244,2026-08-15T14:32:00,TWR-108
9954882339,IMEI-9986404688,IMSI-6508308241,2026-07-03T05:29:00,TWR-197
9052248897,IMEI-9323304340,IMSI-9102154726,2026-08-06T18:17:00,TWR-172
9274895219,IMEI-6908873368,IMSI-1806085875,2026-07-21T01:16:00,TWR-158
9245911056,IMEI-4589252588,IMSI-5987999575,2026-08-17T10:48:00,TWR-144
9691846146,IMEI-4534335948,IMSI-1752565082,2026-08-07T19:06:00,TWR-130
9602015781,IMEI-0884446931,IMSI-7201987789,2026-07-16T22:47:00,TWR-130
9586592627,IMEI-9592646825,IMSI-6747179784,2026-07-16T02:33:00,TWR-110
9626296040,IMEI-8392209518,IMSI-3728872159,2026-08-25T03:06:00,TWR-193
9543282721,IMEI-2316776096,IMSI-0198078830,2026-07-31T05:19:00,TWR-169
9780874168,IMEI-1814714635,IMSI-9283753410,2026-08-18T02:50:00,TWR-123
9035922148,IMEI-2224625802,IMSI-9359009204,2026-08-29T07:35:00,TWR-114
9917643972,IMEI-7312323584,IMSI-2916220010,2026-08-17T23:36:00,TWR-145
9805487915,IMEI-3445022468,IMSI-6975300505,2026-08-16T23:17:00,TWR-101
9515434515,IMEI-0855362648,IMSI-2150782919,2026-08-04T02:49:00,TWR-110
9075311300,IMEI-4408601965,IMSI-9308588860,2026-07-19T07:56:00,TWR-192
9254819907,IMEI-9224741128,IMSI-6454507798,2026-08-17T05:05:00,TWR-153
9032926051,IMEI-6529088324,IMSI-0974431797,2026-07-31T19:43:00,TWR-151
9544975157,IMEI-6465259090,IMSI-4961892459,2026-07-20T02:48:00,TWR-113
9420863611,IMEI-4537963191,IMSI-3558536002,2026-08-24T19:21:00,TWR-102
9218695154,IMEI-6064697905,IMSI-4183599345,2026-07-08T03:07:00,TWR-104
9770490673,IMEI-5293170280,IMSI-7306615743,2026-07-16T20:06:00,TWR-190
9658966573,IMEI-5717676475,IMSI-7649468920,2026-08-18T03:45:00,TWR-169
9420515785,IMEI-5002619776,IMSI-5556624137,2026-07-05T05:33:00,TWR-166
9873599794,IMEI-2018688559,IMSI-1432340619,2026-07-16T07:24:00,TWR-107
9961618335,IMEI-5752734493,IMSI-8298823460,2026-07-01T15:50:00,TWR-144
9797449946,IMEI-6504289074,IMSI-8867604255,2026-07-24T03:04:00,TWR-170
9597122314,IMEI-8709746261,IMSI-0634704633,2026-07-27T11:36:00,TWR-113
9287968855,IMEI-9100819128,IMSI-6868079513,2026-08-10T05:09:00,TWR-169
9468692379,IMEI-2857946562,IMSI-6720847286,2026-07-15T02:31:00,TWR-111
9584242489,IMEI-3711761377,IMSI-6896549459,2026-07-10T07:41:00,TWR-189
9602015781,IMEI-0884446931,IMSI-7201987789,2026-08-06T01:18:00,TWR-137
9863248414,IMEI-5696212355,IMSI-2774984289,2026-08-19T13:32:00,TWR-179
9406454159,IMEI-5200339415,IMSI-3882619019,2026-07-09T05:49:00,TWR-103
9188180702,IMEI-9453874896,IMSI-7885652348,2026-08-15T02:49:00,TWR-142
9915684975,IMEI-7552324309,IMSI-9692569537,2026-07-03T22:49:00,TWR-195
9108252674,IMEI-8973790545,IMSI-4816752486,2026-07-18T19:07:00,TWR-128
9792178365,IMEI-5340830680,IMSI-1385621710,2026-07-20T01:25:00,TWR-142
9636579261,IMEI-7647856716,IMSI-6153608435,2026-07-30T20:16:00,TWR-100
9378012248,IMEI-8609401939,IMSI-2724977073,2026-08-30T06:58:00,TWR-175
9623701950,IMEI-1007524639,IMSI-3459351007,2026-08-11T21:26:00,TWR-121
9745386561,IMEI-8716172764,IMSI-9174333986,2026-08-30T00:07:00,TWR-171
9158252827,IMEI-8805136103,IMSI-6508961138,2026-08-26T18:02:00,TWR-119
9028267486,IMEI-0990287722,IMSI-1904848888,2026-08-10T18:59:00,TWR-124
9108870955,IMEI-9681629163,IMSI-6874905123,2026-08-16T06:55:00,TWR-101
9111007715,IMEI-2993553676,IMSI-6251384966,2026-08-14T09:10:00,TWR-145
9951468336,IMEI-9833539850,IMSI-4324092769,2026-07-22T22:38:00,TWR-148
9052861995,IMEI-9123454088,IMSI-1139166697,2026-08-09T12:08:00,TWR-138
9735076512,IMEI-0841753939,IMSI-1527713886,2026-08-17T12:30:00,TWR-188
9806584807,IMEI-3325739683,IMSI-3431450804,2026-07-12T12:46:00,TWR-177
9664697473,IMEI-1894647082,IMSI-2726219324,2026-07-29T17:22:00,TWR-176
9015589230,IMEI-4892447397,IMSI-2920650602,2026-07-27T10:13:00,TWR-173
9427417325,IMEI-5938717264,IMSI-1756444119,2026-08-26T12:30:00,TWR-150
9189008337,IMEI-8173120002,IMSI-6240414156,2026-08-04T12:58:00,TWR-163
9602138521,IMEI-1840426739,IMSI-5757966694,2026-08-01T00:45:00,TWR-127
9320016462,IMEI-8797199572,IMSI-9747405916,2026-07-04T03:58:00,TWR-144
9822745513,IMEI-0197789236,IMSI-6673910180,2026-07-08T01:39:00,TWR-149
9411207999,IMEI-8453484218,IMSI-8347399812,2026-07-06T06:05:00,TWR-124
9526824044,IMEI-1327895693,IMSI-4016492938,2026-07-07T18:55:00,TWR-106
9623121500,IMEI-0108792131,IMSI-6877336484,2026-08-11T21:20:00,TWR-166
9292869007,IMEI-0943331952,IMSI-4641712705,2026-08-30T07:21:00,TWR-171
9081392335,IMEI-0599539452,IMSI-3735337330,2026-08-09T03:03:00,TWR-162
9320016462,IMEI-8797199572,IMSI-9747405916,2026-08-24T04:59:00,TWR-173
9293480844,IMEI-8568759131,IMSI-1147789695,2026-07-25T14:31:00,TWR-146
9108870955,IMEI-9681629163,IMSI-6874905123,2026-08-10T20:57:00,TWR-191
9950712865,IMEI-7429481661,IMSI-9887989570,2026-07-06T06:19:00,TWR-133
9334017043,IMEI-6535811985,IMSI-9220383011,2026-07-27T10:00:00,TWR-143
9784541701,IMEI-4794903435,IMSI-6935154833,2026-07-20T12:16:00,TWR-168
9641643119,IMEI-9263370349,IMSI-4083002667,2026-08-29T01:01:00,TWR-105
9487170800,IMEI-6019750957,IMSI-0955113744,2026-08-18T11:07:00,TWR-158
9955420533,IMEI-4753026857,IMSI-4464279175,2026-08-01T23:35:00,TWR-128
9961618335,IMEI-5752734493,IMSI-8298823460,2026-07-06T12:20:00,TWR-197
9025067408,IMEI-8800707702,IMSI-7764375199,2026-08-05T14:19:00,TWR-162
9950780803,IMEI-7161278708,IMSI-9020949409,2026-08-08T07:10:00,TWR-101
9863248414,IMEI-5696212355,IMSI-2774984289,2026-08-10T08:22:00,TWR-119
9754074724,IMEI-0474251131,IMSI-2798903733,2026-07-23T02:34:00,TWR-159
9158252827,IMEI-8805136103,IMSI-6508961138,2026-07-04T10:41:00,TWR-118
9309176245,IMEI-1715753190,IMSI-0042972767,2026-07-10T08:32:00,TWR-180
9892195305,IMEI-3482362498,IMSI-1721450403,2026-08-18T14:17:00,TWR-175
9808579845,IMEI-8087040989,IMSI-5392371679,2026-08-13T12:27:00,TWR-195
9217455501,IMEI-5978749003,IMSI-2792413289,2026-08-19T03:45:00,TWR-167
9805487915,IMEI-3445022468,IMSI-6975300505,2026-08-22T04:31:00,TWR-173
9484655639,IMEI-3302054243,IMSI-7587867528,2026-08-16T05:18:00,TWR-134
9597685625,IMEI-4686630566,IMSI-6009527101,2026-07-12T15:05:00,TWR-118
9200375438,IMEI-4397382276,IMSI-3873692961,2026-07-05T16:39:00,TWR-187
9714322405,IMEI-2563370156,IMSI-2549786229,2026-08-13T10:24:00,TWR-152
9828083255,IMEI-5976071619,IMSI-4602339619,2026-08-05T12:11:00,TWR-173
9476913647,IMEI-4739402259,IMSI-5182879172,2026-08-29T10:59:00,TWR-127
9067973962,IMEI-3210762736,IMSI-8552134527,2026-07-31T22:58:00,TWR-155
9678920670,IMEI-6615710243,IMSI-4687231211,2026-07-24T22:30:00,TWR-105
9235973021,IMEI-2583943185,IMSI-8616009985,2026-08-26T01:16:00,TWR-178
9655734481,IMEI-8354977365,IMSI-9857964228,2026-07-18T04:36:00,TWR-117
9623871285,IMEI-9142445182,IMSI-9509197389,2026-08-09T21:07:00,TWR-179
9327888369,IMEI-7698981986,IMSI-6354953088,2026-08-10T23:31:00,TWR-133
9054186775,IMEI-9137435913,IMSI-3429537630,2026-07-10T07:20:00,TWR-162
9402819790,IMEI-4294897908,IMSI-7466611652,2026-08-26T03:46:00,TWR-155
9558401725,IMEI-9018823279,IMSI-7670102992,2026-07-02T17:17:00,TWR-103
9935410186,IMEI-0217850370,IMSI-4402377551,2026-07-10T12:41:00,TWR-198
9814488986,IMEI-8402450836,IMSI-9997976132,2026-08-22T17:17:00,TWR-196
9174427652,IMEI-4825980235,IMSI-9469691198,2026-08-18T13:52:00,TWR-153
9647059068,IMEI-2336311722,IMSI-4832787868,2026-07-16T19:35:00,TWR-168
9514716369,IMEI-5142856644,IMSI-6005250896,2026-07-23T21:20:00,TWR-109
9432789553,IMEI-7581615382,IMSI-6059787584,2026-08-21T14:13:00,TWR-175
9824810215,IMEI-6544511135,IMSI-2088992459,2026-07-12T06:33:00,TWR-154
9113920361,IMEI-3360587270,IMSI-9912359751,2026-07-20T06:40:00,TWR-102
9763919028,IMEI-1250460694,IMSI-0177010406,2026-08-17T02:35:00,TWR-172
9683509307,IMEI-2052204318,IMSI-5650646676,2026-07-12T15:17:00,TWR-179
9680479553,IMEI-8242039321,IMSI-2319158333,2026-08-17T20:27:00,TWR-111
9521820994,IMEI-2715093351,IMSI-4565984056,2026-08-13T10:59:00,TWR-117
9327888369,IMEI-7698981986,IMSI-6354953088,2026-08-04T07:17:00,TWR-145
9158252827,IMEI-8805136103,IMSI-6508961138,2026-07-13T20:57:00,TWR-185
9691846146,IMEI-4534335948,IMSI-1752565082,2026-08-17T06:47:00,TWR-111
9517600235,IMEI-2912800533,IMSI-1250430801,2026-08-07T16:33:00,TWR-113
9153514440,IMEI-2811772442,IMSI-9051485715,2026-07-30T04:00:00,TWR-188
9576172543,IMEI-0561865049,IMSI-7238415421,2026-08-10T23:22:00,TWR-106
9471958575,IMEI-4764251333,IMSI-2865780863,2026-08-03T07:40:00,TWR-186
9350335680,IMEI-5155214360,IMSI-3276562475,2026-07-01T10:01:00,TWR-127
9917643972,IMEI-7312323584,IMSI-2916220010,2026-07-25T21:15:00,TWR-147
9416151222,IMEI-8768119539,IMSI-3558405416,2026-08-18T11:36:00,TWR-171
9727226471,IMEI-0422532958,IMSI-5584133490,2026-07-24T03:14:00,TWR-112
9707126885,IMEI-9547499380,IMSI-8818714468,2026-08-06T23:04:00,TWR-158
9514716369,IMEI-5142856644,IMSI-6005250896,2026-08-15T13:53:00,TWR-165
9028267486,IMEI-0990287722,IMSI-1904848888,2026-08-27T12:36:00,TWR-116
9798271778,IMEI-6338109511,IMSI-1483709143,2026-07-30T21:02:00,TWR-184
9833355085,IMEI-7634663811,IMSI-2589019228,2026-08-17T04:54:00,TWR-184
9137678825,IMEI-2620552136,IMSI-7994288521,2026-07-15T13:07:00,TWR-120
9615796546,IMEI-6950112498,IMSI-4491718898,2026-08-15T21:52:00,TWR-136
9998681300,IMEI-1085727773,IMSI-8554311851,2026-08-24T02:10:00,TWR-175
9770093141,IMEI-0840929222,IMSI-0710788208,2026-08-25T01:44:00,TWR-126
9108870955,IMEI-9681629163,IMSI-6874905123,2026-07-26T21:54:00,TWR-172
9325983817,IMEI-3400499804,IMSI-0005369733,2026-07-12T13:30:00,TWR-132
9383110351,IMEI-6993339985,IMSI-0148259083,2026-07-29T14:41:00,TWR-130
9515434515,IMEI-0855362648,IMSI-2150782919,2026-07-07T01:26:00,TWR-183
9854947319,IMEI-7644654409,IMSI-0430181971,2026-07-02T14:59:00,TWR-119
9295361047,IMEI-1434102396,IMSI-8150726368,2026-07-03T18:10:00,TWR-115
9727226471,IMEI-0422532958,IMSI-5584133490,2026-07-22T23:44:00,TWR-168
9556161246,IMEI-9232058172,IMSI-6240572973,2026-08-19T20:18:00,TWR-131
9904220310,IMEI-2722872527,IMSI-2398195726,2026-08-12T13:22:00,TWR-146
9308845429,IMEI-7694229206,IMSI-6769302918,2026-08-25T08:10:00,TWR-107
9616289158,IMEI-6168573146,IMSI-5464383581,2026-07-20T11:16:00,TWR-162
9540384926,IMEI-7271453186,IMSI-5137182255,2026-07-08T00:16:00,TWR-155
9738711379,IMEI-3555194118,IMSI-8673754743,2026-08-28T19:35:00,TWR-193
9423639948,IMEI-4618232726,IMSI-5795032358,2026-08-17T23:12:00,TWR-122
9712239771,IMEI-6711935640,IMSI-2848165980,2026-08-13T22:55:00,TWR-187
9076549771,IMEI-7566490472,IMSI-1671036883,2026-07-06T14:53:00,TWR-177
9013502707,IMEI-7216113408,IMSI-9257382205,2026-07-02T21:33:00,TWR-191
9694458096,IMEI-8042671714,IMSI-3468585288,2026-08-23T15:51:00,TWR-185
9988853930,IMEI-2215295848,IMSI-3024275776,2026-08-11T19:59:00,TWR-137
9947875390,IMEI-5793611595,IMSI-7730889722,2026-08-20T16:03:00,TWR-112
9992206411,IMEI-9575813014,IMSI-2848717749,2026-07-03T16:54:00,TWR-106
9559321940,IMEI-7522970723,IMSI-5449490568,2026-07-27T06:26:00,TWR-168
9343802201,IMEI-4165891380,IMSI-8876719017,2026-08-03T20:46:00,TWR-139
9339899280,IMEI-3287756597,IMSI-4213052281,2026-07-16T15:33:00,TWR-193
9794873598,IMEI-9565272965,IMSI-7344759078,2026-07-06T18:36:00,TWR-140
9892098543,IMEI-6260110809,IMSI-1781817009,2026-07-27T23:41:00,TWR-166
9556214443,IMEI-2843068024,IMSI-4172224634,2026-07-03T04:45:00,TWR-167
9336062305,IMEI-9695468778,IMSI-0723325237,2026-07-29T07:26:00,TWR-193
9744055026,IMEI-1615000391,IMSI-6960935422,2026-08-24T13:46:00,TWR-147
9572427103,IMEI-5634470338,IMSI-3624256035,2026-08-16T08:21:00,TWR-154
9921873448,IMEI-5665790813,IMSI-0402416184,2026-07-15T20:21:00,TWR-134
9988913278,IMEI-1929211316,IMSI-7740745614,2026-08-15T19:07:00,TWR-148
9934372835,IMEI-0534620831,IMSI-0744642868,2026-07-24T17:49:00,TWR-131
9818185597,IMEI-6947319270,IMSI-7010750205,2026-07-07T15:23:00,TWR-199
9770179112,IMEI-6822011905,IMSI-6712582001,2026-07-27T23:36:00,TWR-176
9910619958,IMEI-5465799488,IMSI-1223516197,2026-08-19T15:28:00,TWR-106
9597685625,IMEI-4686630566,IMSI-6009527101,2026-08-04T10:29:00,TWR-100
9453985457,IMEI-7011184507,IMSI-0842416682,2026-08-17T15:29:00,TWR-155
9640649508,IMEI-3446472023,IMSI-8364758084,2026-08-12T20:49:00,TWR-160
9892098543,IMEI-6260110809,IMSI-1781817009,2026-08-28T21:50:00,TWR-169
9822745513,IMEI-0197789236,IMSI-6673910180,2026-07-28T03:28:00,TWR-184
9337047649,IMEI-1256700988,IMSI-3177469602,2026-08-24T08:23:00,TWR-122
9526824044,IMEI-1327895693,IMSI-4016492938,2026-08-18T16:57:00,TWR-115
9048233130,IMEI-7341196897,IMSI-1521336548,2026-07-30T04:57:00,TWR-134
9204871729,IMEI-9592712584,IMSI-1866308160,2026-08-02T09:30:00,TWR-164
9726000597,IMEI-6249744605,IMSI-9074747716,2026-07-10T01:05:00,TWR-172
9615796546,IMEI-6950112498,IMSI-4491718898,2026-08-25T02:59:00,TWR-198
9891712996,IMEI-2417841663,IMSI-9782591182,2026-07-29T12:26:00,TWR-177
9750044653,IMEI-5285840303,IMSI-4825043815,2026-08-20T10:20:00,TWR-166
9992557047,IMEI-1485764275,IMSI-3547588134,2026-08-28T04:48:00,TWR-134
9368290911,IMEI-2438192926,IMSI-4864644779,2026-08-02T13:16:00,TWR-149
9925397865,IMEI-3898523377,IMSI-3949130418,2026-08-15T19:44:00,TWR-158
9487658493,IMEI-2481422094,IMSI-4940339494,2026-07-20T05:26:00,TWR-143
9374975071,IMEI-5214418241,IMSI-5649990038,2026-08-10T10:30:00,TWR-192
9048184584,IMEI-5556194327,IMSI-0612124765,2026-08-20T07:04:00,TWR-138
9404914720,IMEI-4090015656,IMSI-1193307735,2026-08-12T01:47:00,TWR-152
9514716369,IMEI-5142856644,IMSI-6005250896,2026-08-24T00:39:00,TWR-167
9021337833,IMEI-4115577692,IMSI-3726160042,2026-07-09T01:44:00,TWR-146
9661642277,IMEI-5076705064,IMSI-3132738024,2026-08-24T06:23:00,TWR-154
9904220310,IMEI-2722872527,IMSI-2398195726,2026-08-29T00:20:00,TWR-152
9408119185,IMEI-4825774962,IMSI-9490109164,2026-08-05T17:16:00,TWR-168
9027966628,IMEI-8703759095,IMSI-8536513390,2026-07-07T01:59:00,TWR-192
9597685625,IMEI-4686630566,IMSI-6009527101,2026-07-07T01:43:00,TWR-112
9352364431,IMEI-3618044238,IMSI-2314274818,2026-08-20T15:33:00,TWR-129
9052248897,IMEI-9323304340,IMSI-9102154726,2026-08-19T22:06:00,TWR-160
9861985877,IMEI-9327146095,IMSI-9462811342,2026-07-07T00:34:00,TWR-103
9278250200,IMEI-3513691866,IMSI-2323998667,2026-08-17T20:47:00,TWR-195
9905828031,IMEI-0781238549,IMSI-4012237783,2026-08-03T20:59:00,TWR-145
9955906003,IMEI-1668929709,IMSI-5340833279,2026-07-13T00:01:00,TWR-150
9282096728,IMEI-0338852094,IMSI-8039563622,2026-07-18T21:54:00,TWR-191
9438228471,IMEI-2556385327,IMSI-2629554072,2026-08-15T10:36:00,TWR-179
9199512086,IMEI-5121587690,IMSI-5876472024,2026-07-15T21:26:00,TWR-125
9350335680,IMEI-5155214360,IMSI-3276562475,2026-07-08T06:13:00,TWR-104
9502624719,IMEI-5003891237,IMSI-9635494234,2026-08-28T06:17:00,TWR-163
9563850020,IMEI-6954138012,IMSI-9172128616,2026-08-19T05:48:00,TWR-120
9451862998,IMEI-9724228223,IMSI-1335168885,2026-08-23T11:21:00,TWR-106
9658966573,IMEI-5717676475,IMSI-7649468920,2026-07-15T11:28:00,TWR-119
9153514440,IMEI-2811772442,IMSI-9051485715,2026-07-07T02:44:00,TWR-146
9665069854,IMEI-0252360147,IMSI-4268227945,2026-07-10T07:09:00,TWR-111
9785939510,IMEI-9982973259,IMSI-4386805117,2026-08-24T14:08:00,TWR-117
9495458890,IMEI-3956570514,IMSI-8329041151,2026-07-19T09:21:00,TWR-117
9036057232,IMEI-9429354641,IMSI-9250384488,2026-08-29T15:18:00,TWR-152
9589598530,IMEI-7679253762,IMSI-8549930085,2026-07-24T13:34:00,TWR-185
9053036677,IMEI-5162495928,IMSI-8796626944,2026-08-09T18:33:00,TWR-180
9736840619,IMEI-3896393685,IMSI-6630274421,2026-08-09T23:09:00,TWR-179
9391686645,IMEI-0016973796,IMSI-5574013757,2026-07-04T08:46:00,TWR-114
9352364431,IMEI-3618044238,IMSI-2314274818,2026-07-13T22:27:00,TWR-169
9315946182,IMEI-6030513471,IMSI-7062121670,2026-07-31T12:00:00,TWR-197
9992206411,IMEI-9575813014,IMSI-2848717749,2026-08-16T03:46:00,TWR-179
9763919028,IMEI-1250460694,IMSI-0177010406,2026-07-20T21:21:00,TWR-140
9941262446,IMEI-4415336975,IMSI-5893841131,2026-07-23T05:38:00,TWR-119
9213633365,IMEI-6550090413,IMSI-3490436468,2026-07-25T00:48:00,TWR-179
9309176245,IMEI-1715753190,IMSI-0042972767,2026-08-18T20:47:00,TWR-192
9892195305,IMEI-3482362498,IMSI-1721450403,2026-08-30T08:56:00,TWR-156
9266407928,IMEI-1315633685,IMSI-6515307291,2026-07-29T07:47:00,TWR-136
9327888369,IMEI-7698981986,IMSI-6354953088,2026-07-16T16:18:00,TWR-114
9638941365,IMEI-2621969989,IMSI-9903756052,2026-08-08T01:41:00,TWR-185
9562679527,IMEI-5177175824,IMSI-9150100589,2026-08-04T12:24:00,TWR-141
9798271778,IMEI-6338109511,IMSI-1483709143,2026-07-26T23:28:00,TWR-179
9023392439,IMEI-9298268023,IMSI-3857347696,2026-07-19T03:20:00,TWR-162
9274895219,IMEI-6908873368,IMSI-1806085875,2026-07-09T09:57:00,TWR-179
9950780803,IMEI-7161278708,IMSI-9020949409,2026-08-19T23:05:00,TWR-117
9763919028,IMEI-1250460694,IMSI-0177010406,2026-07-02T07:48:00,TWR-112
9587008315,IMEI-6690962209,IMSI-8838843771,2026-08-19T09:14:00,TWR-106
9917643972,IMEI-7312323584,IMSI-2916220010,2026-07-22T16:02:00,TWR-137
9413409595,IMEI-9198245592,IMSI-6918675312,2026-08-26T18:19:00,TWR-172
9036057232,IMEI-9429354641,IMSI-9250384488,2026-08-20T23:15:00,TWR-190
9024707036,IMEI-7347992008,IMSI-2888843616,2026-08-01T00:11:00,TWR-199
9330434633,IMEI-6280159530,IMSI-5327982527,2026-08-11T04:24:00,TWR-103
9297302785,IMEI-2740413006,IMSI-0517009830,2026-07-01T10:14:00,TWR-143
9119797995,IMEI-5706195678,IMSI-2254105709,2026-08-27T05:30:00,TWR-131
9692552797,IMEI-1764458848,IMSI-3966457784,2026-07-24T04:56:00,TWR-117
9865140121,IMEI-1159589835,IMSI-9020928984,2026-07-26T01:29:00,TWR-128
9826643843,IMEI-5842341203,IMSI-6447263513,2026-07-10T08:28:00,TWR-155
9416151222,IMEI-8768119539,IMSI-3558405416,2026-08-03T17:11:00,TWR-131
9705629519,IMEI-5783109870,IMSI-4275222475,2026-07-23T22:42:00,TWR-152
9891184672,IMEI-0027364086,IMSI-7196040460,2026-07-06T15:03:00,TWR-134
9714201071,IMEI-1215109801,IMSI-4981486433,2026-07-08T01:13:00,TWR-198
9884354408,IMEI-7604202714,IMSI-6855329343,2026-08-01T02:00:00,TWR-140
9175658769,IMEI-8543351535,IMSI-7093605695,2026-08-07T22:30:00,TWR-108
9036057232,IMEI-9429354641,IMSI-9250384488,2026-08-09T05:09:00,TWR-153
9974178400,IMEI-3032999856,IMSI-7707871191,2026-08-07T07:35:00,TWR-137
9656939039,IMEI-1635032031,IMSI-7154819630,2026-08-21T17:48:00,TWR-192
9717964393,IMEI-1336166221,IMSI-3798227162,2026-08-17T23:34:00,TWR-120
9402438050,IMEI-2411119216,IMSI-4050734844,2026-07-15T01:59:00,TWR-145
9213278016,IMEI-4465904654,IMSI-5277064654,2026-08-15T16:24:00,TWR-131
9680479553,IMEI-8242039321,IMSI-2319158333,2026-07-30T21:30:00,TWR-192
9413409595,IMEI-9198245592,IMSI-6918675312,2026-08-15T22:42:00,TWR-159
9265230098,IMEI-5253328564,IMSI-5469787294,2026-07-31T03:27:00,TWR-163
