node,in_degree,out_degree,incoming_transactions,outgoing_transactions,total_in_amount,total_out_amount,shared_device,multi_hop_routing,pass_through_ratio,max_fanout_counterparties,high_velocity_fanout,high_in_degree,high_value_flow,anomaly_flag,anomaly_score,risk_score,risk_reasons,risk_tier,scoring_model_version
9188180702,14,17,14,17,11495.0,12755.0,False,False,0.0,1,False,False,False,1,-0.1434,0,,LOW,2026.09.1
9190777522,10,13,10,13,7360.0,16775.0,False,False,0.0,1,False,False,False,1,-0.1701,0,,LOW,2026.09.1
9192035917,13,8,13,8,6150.0,6940.0,False,False,0.0,1,False,False,False,1,-0.1336,0,,LOW,2026.09.1
9193547286,9,14,9,14,10250.0,8270.0,False,False,0.0,1,False,False,False,1,-0.1668,0,,LOW,2026.09.1
9193850480,13,9,13,9,12415.0,5480.0,False,False,0.0,1,False,False,False,1,-0.1612,0,,LOW,2026.09.1
9198393549,10,13,10,13,5855.0,11020.0,False,False,0.0,1,False,False,False,1,-0.168,0,,LOW,2026.09.1
9199512086,9,15,9,15,6810.0,17535.0,False,False,0.0,1,False,False,False,1,-0.1559,0,,LOW,2026.09.1
9199646627,12,9,12,9,10830.0,6825.0,False,False,0.0,1,False,False,False,1,-0.1671,0,,LOW,2026.09.1
9200139158,9,12,10,12,10150.0,14525.0,False,False,0.0,1,False,False,False,1,-0.1715,0,,LOW,2026.09.1
9200234695,14,16,15,16,19855.0,25605.0,False,False,0.0,1,False,False,False,1,-0.111,0,,LOW,2026.09.1
9200842411,14,10,14,10,10025.0,4860.0,False,False,0.0,1,False,False,False,1,-0.1492,0,,LOW,2026.09.1
9202854808,14,17,14,17,6275.0,19565.0,False,False,0.0,1,False,False,False,1,-0.1179,0,,LOW,2026.09.1
9204267814,14,11,14,11,9095.0,8920.0,False,False,0.0,1,False,False,False,1,-0.1817,0,,LOW,2026.09.1
9204871729,10,9,10,9,7850.0,11535.0,False,False,0.0,1,False,False,False,1,-0.1607,0,,LOW,2026.09.1
9206752746,9,7,9,7,3715.0,7635.0,False,False,0.0,1,False,False,False,1,-0.0942,0,,LOW,2026.09.1
9210244612,12,11,12,12,14720.0,14070.0,False,False,0.0,1,False,False,False,1,-0.1732,0,,LOW,2026.09.1
9213278016,13,11,13,12,7545.0,11795.0,False,False,0.0,1,False,False,False,1,-0.1715,0,,LOW,2026.09.1
9213297993,12,11,12,11,13910.0,4440.0,False,False,0.0,1,False,False,False,1,-0.149,0,,LOW,2026.09.1
9213633365,10,14,10,14,9875.0,18515.0,False,False,0.0,1,False,False,False,1,-0.1664,0,,LOW,2026.09.1
9215138019,10,22,10,22,7930.0,22285.0,False,False,0.0,1,False,False,False,1,-0.0332,0,,LOW,2026.09.1
9217455501,13,9,13,9,18440.0,6185.0,False,False,0.0,1,False,False,False,1,-0.1519,0,,LOW,2026.09.1
9218695154,15,7,15,7,8505.0,5865.0,False,False,0.0,1,False,False,False,1,-0.1057,0,,LOW,2026.09.1
9220969700,11,9,11,11,10190.0,14240.0,False,False,0.0,1,False,False,False,1,-0.1698,0,,LOW,2026.09.1
9222717235,13,19,13,19,12085.0,25780.0,False,False,0.0,1,False,False,False,1,-0.0987,0,,LOW,2026.09.1
9227813809,14,12,14,12,12035.0,15560.0,False,False,0.0,1,False,False,False,1,-0.179,0,,LOW,2026.09.1
9231347176,12,13,12,13,12340.0,14535.0,False,False,0.0,1,False,False,False,1,-0.1797,0,,LOW,2026.09.1
9232997749,12,16,12,16,9885.0,19830.0,False,False,0.0,1,False,False,False,1,-0.1581,0,,LOW,2026.09.1
9234395369,10,11,11,11,9175.0,4390.0,False,False,0.0,1,False,False,False,1,-0.1466,0,,LOW,2026.09.1
9235973021,9,17,9,17,8045.0,20520.0,False,False,0.0,1,False,False,False,1,-0.1321,0,,LOW,2026.09.1
9240686122,14,10,14,10,13330.0,6230.0,False,False,0.0,1,False,False,False,1,-0.1648,0,,LOW,2026.09.1
9245911056,13,9,13,9,9980.0,6540.0,False,False,0.0,1,False,False,False,1,-0.1644,0,,LOW,2026.09.1
9246656522,13,14,13,14,12230.0,16810.0,False,False,0.0,1,False,False,False,1,-0.1737,0,,LOW,2026.09.1
9248477233,13,6,13,6,15535.0,4040.0,False,False,0.0,1,False,False,False,1,-0.0817,0,,LOW,2026.09.1
9251924510,7,11,7,12,9585.0,8860.0,False,False,0.0,1,False,False,False,1,-0.1457,0,,LOW,2026.09.1
9253232817,12,12,12,12,6815.0,10625.0,False,False,0.0,1,False,False,False,1,-0.1767,0,,LOW,2026.09.1
9254819907,14,19,14,19,11920.0,14480.0,False,False,0.0,1,False,False,False,1,-0.1163,0,,LOW,2026.09.1
9257114068,14,12,14,12,10630.0,12390.0,False,False,0.0,1,False,False,False,1,-0.1806,0,,LOW,2026.09.1
9259995536,13,8,13,8,19990.0,16085.0,False,False,0.0,1,False,False,False,1,-0.1177,0,,LOW,2026.09.1
9260628721,6,12,6,12,4580.0,8495.0,False,False,0.0,1,False,False,False,1,-0.0943,0,,LOW,2026.09.1
9266407928,7,11,7,11,4185.0,9200.0,False,False,0.0,1,False,False,False,1,-0.1302,0,,LOW,2026.09.1
9271253582,11,8,11,8,10160.0,7170.0,False,False,0.0,1,False,False,False,1,-0.1562,0,,LOW,2026.09.1
9273451778,7,15,7,15,6065.0,11185.0,False,False,0.0,1,False,False,False,1,-0.124,0,,LOW,2026.09.1
9274004854,13,17,13,17,9940.0,20335.0,False,False,0.0,1,False,False,False,1,-0.1384,0,,LOW,2026.09.1
9274895219,13,7,15,7,25400.0,8010.0,False,False,0.0,1,False,False,False,1,-0.0966,0,,LOW,2026.09.1
9278250200,15,10,15,10,10100.0,10440.0,False,False,0.0,1,False,False,False,1,-0.1662,0,,LOW,2026.09.1
9279052515,12,11,12,12,8110.0,12300.0,False,False,0.0,1,False,False,False,1,-0.1789,0,,LOW,2026.09.1
9279542355,10,9,10,9,17860.0,8570.0,False,False,0.0,1,False,False,False,1,-0.1484,0,,LOW,2026.09.1
9282096728,15,12,16,12,10685.0,10985.0,False,False,0.0,1,False,False,False,1,-0.1735,0,,LOW,2026.09.1
9284186415,10,11,10,11,9105.0,6105.0,False,False,0.527,1,False,False,False,1,-0.1679,0,,LOW,2026.09.1
9287968855,13,10,13,10,13540.0,10290.0,False,False,0.0,1,False,False,False,1,-0.1745,0,,LOW,2026.09.1
9290181585,8,10,8,10,4835.0,22650.0,False,False,0.0,1,False,False,False,1,-0.1177,0,,LOW,2026.09.1
9290816302,13,13,13,13,17255.0,17640.0,False,False,0.0,1,False,False,False,1,-0.1608,0,,LOW,2026.09.1
9291560480,9,15,9,15,10970.0,22185.0,False,False,0.0,1,False,False,False,1,-0.1492,0,,LOW,2026.09.1
9292869007,12,14,12,14,9485.0,12305.0,False,False,0.0,1,False,False,False,1,-0.1804,0,,LOW,2026.09.1
9295361047,9,15,9,16,9620.0,16335.0,False,False,0.0,1,False,False,False,1,-0.1583,0,,LOW,2026.09.1
9297302785,12,17,12,17,8910.0,14660.0,False,False,3.6,1,False,False,False,1,-0.1463,0,,LOW,2026.09.1
9299090911,9,6,9,6,5025.0,5015.0,False,False,0.0,1,False,False,False,1,-0.0613,0,,LOW,2026.09.1
9309176245,15,11,15,11,11295.0,13060.0,False,False,0.0,1,False,False,False,1,-0.1696,0,,LOW,2026.09.1
9315946182,13,9,13,9,24660.0,13005.0,False,False,0.0,1,False,False,False,1,-0.1259,0,,LOW,2026.09.1
9317391614,13,12,13,12,8265.0,14560.0,False,False,0.0,1,False,False,False,1,-0.1755,0,,LOW,2026.09.1
9320016462,9,13,9,13,6750.0,12405.0,False,False,0.0,1,False,False,False,1,-0.1727,0,,LOW,2026.09.1
9323048675,11,12,11,12,14060.0,12730.0,False,False,0.0,1,False,False,False,1,-0.1789,0,,LOW,2026.09.1
9323687193,14,7,14,7,13690.0,9120.0,False,False,0.0,1,False,False,False,1,-0.1281,0,,LOW,2026.09.1
9327371243,10,12,10,12,5895.0,10080.0,False,False,0.0,1,False,False,False,1,-0.1762,0,,LOW,2026.09.1
9327888369,8,8,8,8,17625.0,4555.0,False,False,0.0,1,False,False,False,1,-0.1037,0,,LOW,2026.09.1
9328566276,8,11,8,11,6645.0,13140.0,False,False,0.0,1,False,False,False,1,-0.1674,0,,LOW,2026.09.1
9328570169,13,11,13,11,12640.0,7255.0,False,False,0.0,1,False,False,False,1,-0.1806,0,,LOW,2026.09.1
9328742878,11,12,11,12,7105.0,12115.0,False,False,0.0,1,False,False,False,1,-0.1826,0,,LOW,2026.09.1
9330434633,11,12,12,12,19815.0,18005.0,False,False,0.0,1,False,False,False,1,-0.1479,0,,LOW,2026.09.1
9331760225,13,8,13,8,21045.0,11895.0,False,False,0.0,1,False,False,False,1,-0.1296,0,,LOW,2026.09.1
9334017043,12,11,12,11,9570.0,10805.0,False,False,0.0,1,False,False,False,1,-0.1881,0,,LOW,2026.09.1
9336062305,14,12,14,12,9915.0,17885.0,False,False,0.0,1,False,False,False,1,-0.1688,0,,LOW,2026.09.1
9337047649,10,11,10,11,8320.0,8615.0,False,False,0.0,1,False,False,False,1,-0.1844,0,,LOW,2026.09.1
9337468903,5,10,5,10,4260.0,11385.0,False,False,0.0,1,False,False,False,1,-0.0645,0,,LOW,2026.09.1
9343646379,7,14,7,15,4180.0,16375.0,False,False,0.0,1,False,False,False,1,-0.103,0,,LOW,2026.09.1
9343802201,12,6,12,6,12035.0,3965.0,False,False,0.0,1,False,False,False,1,-0.0829,0,,LOW,2026.09.1
9347052967,14,8,14,8,14600.0,4245.0,False,False,0.0,1,False,False,False,1,-0.1308,0,,LOW,2026.09.1
9349060795,11,9,11,9,7070.0,9660.0,False,False,0.0,1,False,False,False,1,-0.1676,0,,LOW,2026.09.1
9349352957,11,10,11,10,7225.0,16400.0,False,False,0.0,1,False,False,False,1,-0.1615,0,,LOW,2026.09.1
9349613120,14,9,14,9,13555.0,15595.0,False,False,0.0,1,False,False,False,1,-0.1519,0,,LOW,2026.09.1
9350335680,8,17,8,17,11540.0,20880.0,False,False,0.0,1,False,False,False,1,-0.1159,0,,LOW,2026.09.1
9354125779,10,15,10,15,11625.0,26870.0,False,False,0.0,1,False,False,False,1,-0.1413,0,,LOW,2026.09.1
9362272684,10,12,10,12,13600.0,8475.0,False,False,0.0,1,False,False,False,1,-0.1719,0,,LOW,2026.09.1
9364091457,9,13,9,13,6500.0,9125.0,False,False,4.436,1,False,False,False,1,-0.1687,0,,LOW,2026.09.1
9364540204,12,7,12,7,9290.0,4145.0,False,False,0.0,1,False,False,False,1,-0.1149,0,,LOW,2026.09.1
9366850427,11,16,12,16,11980.0,19640.0,False,False,0.0,1,False,False,False,1,-0.1571,0,,LOW,2026.09.1
9373613848,13,15,13,15,15590.0,11340.0,False,False,0.0,1,False,False,False,1,-0.1607,0,,LOW,2026.09.1
9378012248,11,16,11,16,8700.0,15240.0,False,False,0.0,1,False,False,False,1,-0.1629,0,,LOW,2026.09.1
9383027006,9,7,9,7,8150.0,7660.0,False,False,0.0,1,False,False,False,1,-0.1255,0,,LOW,2026.09.1
9383110351,6,9,6,10,3215.0,8365.0,False,False,0.0,1,False,False,False,1,-0.0587,0,,LOW,2026.09.1
9386371955,13,8,14,8,8965.0,7940.0,False,False,0.0,1,False,False,False,1,-0.1465,0,,LOW,2026.09.1
9386896000,13,12,13,12,14110.0,7390.0,False,False,0.0,1,False,False,False,1,-0.1762,0,,LOW,2026.09.1
9388850469,9,11,9,11,7220.0,11625.0,False,False,0.0,1,False,False,False,1,-0.1799,0,,LOW,2026.09.1
9389276201,13,15,14,15,15645.0,9680.0,False,False,0.0,1,False,False,False,1,-0.151,0,,LOW,2026.09.1
9391101258,14,12,14,12,7320.0,15105.0,False,False,0.0,1,False,False,False,1,-0.166,0,,LOW,2026.09.1
9391686645,9,9,9,9,13040.0,6120.0,False,False,0.012,1,False,False,False,1,-0.1502,0,,LOW,2026.09.1
9394154958,10,7,10,7,15875.0,15200.0,False,False,0.0,1,False,False,False,1,-0.0994,0,,LOW,2026.09.1
9395008160,10,8,10,8,13490.0,10670.0,False,False,0.0,1,False,False,False,1,-0.1424,0,,LOW,2026.09.1
9396454436,10,12,10,12,6320.0,6490.0,False,False,0.0,1,False,False,False,1,-0.1577,0,,LOW,2026.09.1
9402438050,12,10,13,10,12735.0,11555.0,False,False,0.0,1,False,False,False,1,-0.1771,0,,LOW,2026.09.1
9404914720,14,13,14,13,9475.0,8010.0,False,False,0.0,1,False,False,False,1,-0.1689,0,,LOW,2026.09.1
9406125313,10,10,10,10,8765.0,11505.0,False,False,0.0,1,False,False,False,1,-0.1768,0,,LOW,2026.09.1
9406454159,5,10,5,10,1595.0,16140.0,False,False,0.0,1,False,False,False,1,-0.0063,0,,LOW,2026.09.1
9408119185,10,15,10,15,8405.0,11580.0,False,False,0.0,1,False,False,False,1,-0.1664,0,,LOW,2026.09.1
9411207999,5,12,5,13,4245.0,9800.0,False,False,0.0,1,False,False,False,1,-0.0592,0,,LOW,2026.09.1
9413409595,9,17,9,17,10350.0,14425.0,False,False,0.0,1,False,False,False,1,-0.1393,0,,LOW,2026.09.1
9416151222,14,8,14,8,18320.0,8540.0,False,False,0.0,1,False,False,False,1,-0.1468,0,,LOW,2026.09.1
9420863611,10,15,11,15,12805.0,21085.0,False,False,0.0,1,False,False,False,1,-0.1499,0,,LOW,2026.09.1
9423639948,14,15,14,15,20420.0,18295.0,False,False,0.0,1,False,False,False,1,-0.1415,0,,LOW,2026.09.1
9427417325,11,9,11,9,7230.0,7015.0,False,False,0.0,1,False,False,False,1,-0.1638,0,,LOW,2026.09.1
9428025968,14,11,14,11,16070.0,11995.0,False,False,0.0,1,False,False,False,1,-0.1729,0,,LOW,2026.09.1
9429522889,13,13,13,13,14335.0,8475.0,False,False,0.0,1,False,False,False,1,-0.1709,0,,LOW,2026.09.1
9431862585,12,10,13,10,17415.0,6870.0,False,False,0.0,1,False,False,False,1,-0.1598,0,,LOW,2026.09.1
9432465738,14,15,14,15,15675.0,15330.0,False,False,0.0,1,False,False,False,1,-0.1621,0,,LOW,2026.09.1
9432473370,11,15,12,15,8635.0,11290.0,False,False,0.0,1,False,False,False,1,-0.1698,0,,LOW,2026.09.1
9437723988,12,14,12,14,9000.0,10835.0,False,False,0.0,1,False,False,False,1,-0.1799,0,,LOW,2026.09.1
9440101408,14,15,14,16,6095.0,17665.0,False,False,0.0,1,False,False,False,1,-0.1371,0,,LOW,2026.09.1
9457706949,11,13,12,13,7525.0,7550.0,False,False,0.0,1,False,False,False,1,-0.1683,0,,LOW,2026.09.1
9459563596,10,13,10,13,5565.0,22665.0,False,False,0.0,1,False,False,False,1,-0.1459,0,,LOW,2026.09.1
9462451088,15,11,16,11,26020.0,7360.0,False,False,0.0,1,False,False,False,1,-0.1355,0,,LOW,2026.09.1
9462913511,8,9,8,9,7690.0,7645.0,False,False,0.0,1,False,False,False,1,-0.1543,0,,LOW,2026.09.1
9468349143,12,16,13,16,13240.0,19425.0,False,False,0.0,1,False,False,False,1,-0.1517,0,,LOW,2026.09.1
9468692379,8,7,8,7,11780.0,7780.0,False,False,0.0,1,False,False,False,1,-0.1197,0,,LOW,2026.09.1
9468748835,12,14,12,14,16385.0,21125.0,False,False,0.0,1,False,False,False,1,-0.1543,0,,LOW,2026.09.1
9469763439,13,19,14,19,18530.0,12265.0,False,False,0.0,1,False,False,False,1,-0.0972,0,,LOW,2026.09.1
9470138106,12,9,12,9,7475.0,6405.0,False,False,0.0,1,False,False,False,1,-0.1534,0,,LOW,2026.09.1
9471958575,8,13,8,13,7925.0,9615.0,False,False,0.0,1,False,False,False,1,-0.165,0,,LOW,2026.09.1
9472817397,14,14,14,14,11920.0,13180.0,False,False,0.0,1,False,False,False,1,-0.1769,0,,LOW,2026.09.1
9476572146,13,14,13,14,6980.0,27910.0,False,False,0.0,1,False,False,False,1,-0.1328,0,,LOW,2026.09.1
9476913647,12,13,12,13,15190.0,8250.0,False,False,9.211,1,False,False,False,1,-0.1676,0,,LOW,2026.09.1
9480993572,8,14,8,14,10660.0,9060.0,False,False,0.0,1,False,False,False,1,-0.1591,0,,LOW,2026.09.1
9481010893,11,8,11,8,11050.0,10850.0,False,False,0.0,1,False,False,False,1,-0.1561,0,,LOW,2026.09.1
9481103002,7,13,7,13,3955.0,12120.0,False,False,0.0,1,False,False,False,1,-0.1211,0,,LOW,2026.09.1
9481905306,10,14,10,14,10275.0,11370.0,False,False,0.0,1,False,False,False,1,-0.1754,0,,LOW,2026.09.1
9484655639,12,14,12,14,11345.0,23550.0,False,False,0.0,1,False,False,False,1,-0.1642,0,,LOW,2026.09.1
9485847011,15,8,15,8,11535.0,4765.0,False,False,0.0,1,False,False,False,1,-0.1313,0,,LOW,2026.09.1
9487170800,7,10,7,10,9080.0,11475.0,False,False,0.0,1,False,False,False,1,-0.1456,0,,LOW,2026.09.1
9487658493,10,12,10,12,13425.0,8610.0,False,False,0.0,1,False,False,False,1,-0.1733,0,,LOW,2026.09.1
9489144098,13,7,13,7,15970.0,3450.0,False,False,0.0,1,False,False,False,1,-0.0962,0,,LOW,2026.09.1
9495274785,14,15,14,15,8330.0,9545.0,False,False,0.0,1,False,False,False,1,-0.1551,0,,LOW,2026.09.1
9495458890,11,15,11,15,10855.0,9280.0,False,False,0.0,1,False,False,False,1,-0.1682,0,,LOW,2026.09.1
9495481440,9,13,9,13,5625.0,14320.0,False,False,0.0,1,False,False,False,1,-0.1609,0,,LOW,2026.09.1
9500923243,9,18,9,18,9400.0,10560.0,False,False,0.0,1,False,False,False,1,-0.1212,0,,LOW,2026.09.1
9502624719,9,11,9,11,6395.0,9930.0,False,False,0.0,1,False,False,False,1,-0.1787,0,,LOW,2026.09.1
9504320487,11,9,11,9,18925.0,7365.0,False,False,0.0,1,False,False,False,1,-0.1499,0,,LOW,2026.09.1
9507598515,15,14,15,15,11505.0,10975.0,False,False,0.0,1,False,False,False,1,-0.1635,0,,LOW,2026.09.1
9508938741,14,17,15,17,18035.0,14080.0,False,False,0.0,1,False,False,False,1,-0.126,0,,LOW,2026.09.1
9514716369,15,12,15,12,14675.0,13835.0,False,False,0.0,1,False,False,False,1,-0.1685,0,,LOW,2026.09.1
9514856229,15,9,15,10,12915.0,10345.0,False,False,0.0,1,False,False,False,1,-0.1636,0,,LOW,2026.09.1
9515434515,10,8,10,8,4385.0,4340.0,False,False,0.0,1,False,False,False,1,-0.0964,0,,LOW,2026.09.1
9517600235,12,18,12,18,6090.0,12015.0,False,False,0.0,1,False,False,False,1,-0.1092,0,,LOW,2026.09.1
9521573651,8,6,8,6,11295.0,3125.0,False,False,0.0,1,False,False,False,1,-0.0473,0,,LOW,2026.09.1
9521820994,15,13,15,14,11625.0,22425.0,False,False,0.0,1,False,False,False,1,-0.146,0,,LOW,2026.09.1
9522749968,10,11,10,11,7015.0,8480.0,False,False,0.0,1,False,False,False,1,-0.1813,0,,LOW,2026.09.1
9524417224,10,14,10,14,11385.0,16825.0,False,False,0.123,1,False,False,False,1,-0.1674,0,,LOW,2026.09.1
9524486938,9,6,9,6,15730.0,4575.0,False,False,0.0,1,False,False,False,1,-0.0753,0,,LOW,2026.09.1
9525089424,12,17,13,17,11205.0,12970.0,False,False,0.0,1,False,False,False,1,-0.1472,0,,LOW,2026.09.1
9526824044,15,20,16,21,12465.0,21930.0,False,False,0.0,1,False,False,False,1,-0.0564,0,,LOW,2026.09.1
9527600495,11,12,11,13,17620.0,12435.0,False,False,0.0,1,False,False,False,1,-0.1679,0,,LOW,2026.09.1
9528657624,15,14,15,14,11955.0,15490.0,False,False,0.0,1,False,False,False,1,-0.167,0,,LOW,2026.09.1
9535106651,5,9,5,9,6745.0,7455.0,False,False,0.0,1,False,False,False,1,-0.0543,0,,LOW,2026.09.1
9539232741,11,10,11,10,6880.0,6630.0,False,False,0.0,1,False,False,False,1,-0.1661,0,,LOW,2026.09.1
9540384926,13,17,13,17,17555.0,25880.0,False,False,0.0,1,False,False,False,1,-0.1132,0,,LOW,2026.09.1
9541651533,8,12,9,12,13960.0,6630.0,False,False,0.0,1,False,False,False,1,-0.1478,0,,LOW,2026.09.1
9544975157,11,11,11,11,11480.0,5325.0,False,False,0.0,1,False,False,False,1,-0.1666,0,,LOW,2026.09.1
9551393227,14,9,14,9,13810.0,7340.0,False,False,0.0,1,False,False,False,1,-0.1637,0,,LOW,2026.09.1
9552337763,7,10,7,10,5470.0,9370.0,False,False,0.0,1,False,False,False,1,-0.138,0,,LOW,2026.09.1
9555807068,11,11,11,11,12490.0,14675.0,False,False,0.0,1,False,False,False,1,-0.1771,0,,LOW,2026.09.1
9556161246,12,13,12,13,12350.0,11385.0,False,False,0.0,1,False,False,False,1,-0.1826,0,,LOW,2026.09.1
9556214443,9,17,9,19,6435.0,23925.0,False,False,0.0,1,False,False,False,1,-0.1038,0,,LOW,2026.09.1
9558401725,12,15,12,15,10090.0,22200.0,False,False,0.0,1,False,False,False,1,-0.1577,0,,LOW,2026.09.1
9559321940,10,12,10,12,5565.0,11765.0,False,False,0.0,1,False,False,False,1,-0.1682,0,,LOW,2026.09.1
9562254266,8,12,8,12,20180.0,9410.0,False,False,0.0,1,False,False,False,1,-0.1379,0,,LOW,2026.09.1
9562679527,15,11,15,11,15615.0,4900.0,False,False,0.0,1,False,False,False,1,-0.1468,0,,LOW,2026.09.1
9564099477,13,8,13,8,23895.0,8145.0,False,False,0.0,1,False,False,False,1,-0.1319,0,,LOW,2026.09.1
9565803308,14,9,14,9,7035.0,11305.0,False,False,0.0,1,False,False,False,1,-0.1498,0,,LOW,2026.09.1
9568945147,11,13,11,14,6070.0,10940.0,False,False,0.0,1,False,False,False,1,-0.1681,0,,LOW,2026.09.1
9569076123,9,9,10,9,11525.0,12380.0,False,False,0.0,1,False,False,False,1,-0.1556,0,,LOW,2026.09.1
9569898253,13,19,13,19,14435.0,17175.0,False,False,0.0,1,False,False,False,1,-0.1104,0,,LOW,2026.09.1
9572427103,15,15,15,15,21060.0,21875.0,False,False,0.0,1,False,False,False,1,-0.1274,0,,LOW,2026.09.1
9573060504,9,15,9,15,11080.0,17595.0,False,False,0.0,1,False,False,False,1,-0.1587,0,,LOW,2026.09.1
9576172543,11,18,11,19,7780.0,16425.0,False,False,0.0,1,False,False,False,1,-0.1221,0,,LOW,2026.09.1
9576957454,10,11,10,11,8295.0,9180.0,False,False,0.0,1,False,False,False,1,-0.1856,0,,LOW,2026.09.1
9580143749,14,13,14,15,13295.0,14590.0,False,False,0.0,1,False,False,False,1,-0.1647,0,,LOW,2026.09.1
9581891703,14,7,14,7,11075.0,6950.0,False,False,0.0,1,False,False,False,1,-0.1311,0,,LOW,2026.09.1
9582184249,10,9,11,9,6045.0,23875.0,False,False,0.0,1,False,False,False,1,-0.1191,0,,LOW,2026.09.1
9582938523,14,15,14,15,9565.0,11380.0,False,False,0.0,1,False,False,False,1,-0.1658,0,,LOW,2026.09.1
9584242489,9,8,9,8,7005.0,6785.0,False,False,0.0,1,False,False,False,1,-0.1419,0,,LOW,2026.09.1
9585932222,7,11,8,11,6325.0,12960.0,False,False,0.0,1,False,False,False,1,-0.153,0,,LOW,2026.09.1
9586592627,15,11,15,11,14185.0,9205.0,False,False,0.0,1,False,False,False,1,-0.1743,0,,LOW,2026.09.1
9586623614,14,10,14,11,13025.0,12760.0,False,False,0.0,1,False,False,False,1,-0.1758,0,,LOW,2026.09.1
9587463342,13,8,13,9,12980.0,6205.0,False,False,0.0,1,False,False,False,1,-0.1588,0,,LOW,2026.09.1
9588489595,12,15,12,15,15170.0,8720.0,False,False,0.0,1,False,False,False,1,-0.157,0,,LOW,2026.09.1
9589598530,8,12,8,12,8380.0,7485.0,False,False,0.0,1,False,False,False,1,-0.1653,0,,LOW,2026.09.1
9590637250,7,20,7,21,6360.0,16400.0,False,False,0.0,1,False,False,False,1,-0.0248,0,,LOW,2026.09.1
9591218852,11,14,11,14,8045.0,11495.0,False,False,0.0,1,False,False,False,1,-0.1777,0,,LOW,2026.09.1
9594924991,9,12,9,12,7615.0,8455.0,False,False,0.0,1,False,False,False,1,-0.1772,0,,LOW,2026.09.1
9595026413,15,11,15,12,9580.0,8430.0,False,False,0.0,1,False,False,False,1,-0.1696,0,,LOW,2026.09.1
9597122314,14,15,14,15,23775.0,8615.0,False,False,0.0,1,False,False,False,1,-0.1358,0,,LOW,2026.09.1
9597685625,10,8,10,8,16940.0,10530.0,False,False,0.0,1,False,False,False,1,-0.1312,0,,LOW,2026.09.1
9601311183,13,11,13,11,24445.0,6185.0,False,False,0.0,1,False,False,False,1,-0.1396,0,,LOW,2026.09.1
9602015781,15,10,15,11,6950.0,20865.0,False,False,0.0,1,False,False,False,1,-0.1186,0,,LOW,2026.09.1
9602138521,11,10,11,10,10970.0,11225.0,False,False,0.0,1,False,False,False,1,-0.1825,0,,LOW,2026.09.1
9603424007,14,10,14,10,16000.0,10845.0,False,False,0.0,1,False,False,False,1,-0.1706,0,,LOW,2026.09.1
9603548538,8,9,8,9,8795.0,4685.0,False,False,0.0,1,False,False,False,1,-0.1302,0,,LOW,2026.09.1
9613098257,13,8,13,8,13540.0,6120.0,False,False,0.0,1,False,False,False,1,-0.1519,0,,LOW,2026.09.1
9613879165,14,7,14,7,9675.0,12765.0,False,False,0.0,1,False,False,False,1,-0.1142,0,,LOW,2026.09.1
9614873003,11,17,11,17,14345.0,13875.0,False,False,0.0,1,False,False,False,1,-0.1424,0,,LOW,2026.09.1
9615796546,13,8,13,8,12065.0,4660.0,False,False,0.0,1,False,False,False,1,-0.1454,0,,LOW,2026.09.1
9619076686,14,11,14,11,11140.0,15115.0,False,False,0.0,1,False,False,False,1,-0.1748,0,,LOW,2026.09.1
9622469420,9,8,9,8,11150.0,11730.0,False,False,0.0,1,False,False,False,1,-0.1394,0,,LOW,2026.09.1
9622739459,5,8,5,8,14150.0,8275.0,False,False,0.0,1,False,False,False,1,-0.0366,0,,LOW,2026.09.1
9623068655,9,11,9,11,10635.0,8575.0,False,False,0.0,1,False,False,False,1,-0.1812,0,,LOW,2026.09.1
9623092322,13,12,13,12,12320.0,6720.0,False,False,0.0,1,False,False,False,1,-0.1744,0,,LOW,2026.09.1
9623121500,8,11,9,11,9215.0,8305.0,False,False,0.0,1,False,False,False,1,-0.1715,0,,LOW,2026.09.1
9623701950,11,5,11,5,11835.0,5790.0,False,False,0.0,1,False,False,False,1,-0.0482,0,,LOW,2026.09.1
9623871285,13,12,14,13,13805.0,5975.0,False,False,0.0,1,False,False,False,1,-0.154,0,,LOW,2026.09.1
9626296040,9,16,9,16,10600.0,12685.0,False,False,0.0,1,False,False,False,1,-0.1565,0,,LOW,2026.09.1
9631036891,10,12,10,12,15000.0,13490.0,False,False,0.0,1,False,False,False,1,-0.1674,0,,LOW,2026.09.1
9636579261,9,16,9,16,7550.0,16285.0,False,False,0.0,1,False,False,False,1,-0.153,0,,LOW,2026.09.1
9638941365,13,8,13,8,12530.0,7205.0,False,False,0.0,1,False,False,False,1,-0.1578,0,,LOW,2026.09.1
9640649508,10,12,10,12,11715.0,26980.0,False,False,0.0,1,False,False,False,1,-0.1506,0,,LOW,2026.09.1
9647059068,7,8,7,8,10385.0,5100.0,False,False,0.0,1,False,False,False,1,-0.0975,0,,LOW,2026.09.1
9650960181,12,11,12,11,6755.0,17935.0,False,False,0.0,1,False,False,False,1,-0.1622,0,,LOW,2026.09.1
9651614051,14,18,14,18,18810.0,12915.0,False,False,0.0,1,False,False,False,1,-0.1174,0,,LOW,2026.09.1
9651699247,9,12,9,12,5455.0,9720.0,False,False,0.0,1,False,False,False,1,-0.1678,0,,LOW,2026.09.1
9654919306,14,8,15,8,15225.0,4700.0,False,False,0.0,1,False,False,False,1,-0.1285,0,,LOW,2026.09.1
