raw_id,canonical_id
balasubramanianvasana@upi,9992023872
9460888817,9460888817
shroffsachi@upi,9460888817
9048233130,9048233130
garderiya@upi,9048233130
9495458890,9495458890
sratti@upi,9495458890
9622469420,9622469420
waidanarayanan@upi,9622469420
9920240606,9920240606
gadejairaj@upi,9920240606
9992206411,9992206411
omkaarsundaram@upi,9992206411
9524417224,9524417224
cheriannikita@upi,9524417224
9828083255,9828083255
amaira65@upi,9828083255
9590637250,9590637250
mallickmitali@upi,9590637250
9602015781,9602015781
charvi52@upi,9602015781
9648241344,9648241344
rsarma@upi,9648241344
9354125779,9354125779
ranaaahana@upi,9354125779
9487658493,9487658493
rpalla@upi,9487658493
9821259825,9821259825
samuel75@upi,9821259825
9027410813,9027410813
xmukhopadhyay@upi,9027410813
9408119185,9408119185
zinalswamy@upi,9408119185
9983171750,9983171750
upkaar31@upi,9983171750
9416151222,9416151222
wablefaqid@upi,9416151222
9889801878,9889801878
quickpay.mule1@upi,9889801878
9120560038,9120560038
swiftcash.mule2@upi,9120560038
